ID,SensorType,Temperature,Status
184,Thermo-Acoustic,25.00,Outlier
185,Thermocouple,25.71,Outlier
185,RTD,-44.00,Outlier
185,Thermo-Optical,529.12,Outlier
185,Thermo-Acoustic,100.00,Outlier
186,Thermocouple,25.69,Outlier
186,RTD,-37.00,Outlier
186,Thermo-Optical,580.62,Outlier
186,Thermo-Acoustic,100.00,Outlier
187,Thermocouple,25.66,Outlier
187,RTD,-8.00,Outlier
187,Thermo-Optical,470.46,Outlier
187,Thermo-Acoustic,250.00,Outlier
188,Thermocouple,25.50,Outlier
188,RTD,41.00,Outlier
188,Thermo-Optical,496.45,Outlier
188,Thermo-Acoustic,225.00,Outlier
189,Thermocouple,25.58,Outlier
189,RTD,14.00,Outlier
189,Thermo-Optical,583.11,Outlier
189,Thermo-Acoustic,50.00,Outlier
190,Thermocouple,25.66,Outlier
190,RTD,-5.00,Outlier
190,Thermo-Optical,564.99,Outlier
190,Thermo-Acoustic,250.00,Outlier
191,Thermocouple,25.68,Outlier
191,RTD,-11.00,Outlier
191,Thermo-Optical,433.37,Outlier
191,Thermo-Acoustic,100.00,Outlier
192,Thermocouple,25.60,Outlier
192,RTD,13.00,Outlier
192,Thermo-Optical,578.10,Outlier
192,Thermo-Acoustic,175.00,Outlier
193,Thermocouple,25.56,Outlier
193,RTD,-41.00,Outlier
193,Thermo-Optical,475.09,Outlier
193,Thermo-Acoustic,175.00,Outlier
194,Thermocouple,25.53,Outlier
194,RTD,46.00,Outlier
194,Thermo-Optical,544.93,Outlier
194,Thermo-Acoustic,50.00,Outlier
195,Thermocouple,25.56,Outlier
195,RTD,-35.00,Outlier
195,Thermo-Optical,508.05,Outlier
195,Thermo-Acoustic,175.00,Outlier
196,Thermocouple,25.67,Outlier
196,RTD,13.00,Outlier
196,Thermo-Optical,559.47,Outlier
196,Thermo-Acoustic,250.00,Outlier
197,Thermocouple,25.57,Outlier
197,RTD,-40.00,Outlier
197,Thermo-Optical,492.40,Outlier
197,Thermo-Acoustic,125.00,Outlier
198,Thermocouple,25.60,Outlier
198,RTD,-46.00,Outlier
198,Thermo-Optical,470.46,Outlier
198,Thermo-Acoustic,50.00,Outlier
199,Thermocouple,25.53,Outlier
199,RTD,5.00,Outlier
199,Thermo-Optical,460.75,Outlier
199,Thermo-Acoustic,50.00,Outlier
200,Thermocouple,25.51,Outlier
200,RTD,30.00,Outlier
200,Thermo-Optical,570.34,Outlier
200,Thermo-Acoustic,225.00,Outlier
201,Thermocouple,25.72,Outlier
201,RTD,41.00,Outlier
201,Thermo-Optical,406.98,Outlier
201,Thermo-Acoustic,225.00,Outlier
202,Thermocouple,25.63,Outlier
202,RTD,2.00,Outlier
202,Thermo-Optical,470.46,Outlier
202,Thermo-Acoustic,200.00,Outlier
203,Thermocouple,25.60,Outlier
203,RTD,6.00,Outlier
203,Thermo-Optical,556.65,Outlier
203,Thermo-Acoustic,100.00,Outlier
204,Thermocouple,25.69,Outlier
204,RTD,16.00,Outlier
204,Thermo-Optical,556.65,Outlier
204,Thermo-Acoustic,25.00,Outlier
205,Thermocouple,25.50,Outlier
205,RTD,-3.00,Outlier
205,Thermo-Optical,455.66,Outlier
205,Thermo-Acoustic,100.00,Outlier
206,Thermocouple,25.66,Outlier
206,RTD,48.00,Outlier
206,Thermo-Optical,488.24,Outlier
206,Thermo-Acoustic,225.00,Outlier
207,Thermocouple,25.71,Outlier
207,RTD,-22.00,Outlier
207,Thermo-Optical,550.88,Outlier
207,Thermo-Acoustic,25.00,Outlier
208,Thermocouple,25.53,Outlier
208,RTD,-20.00,Outlier
208,Thermo-Optical,522.37,Outlier
208,Thermo-Acoustic,175.00,Valid
209,Thermocouple,25.57,Outlier
209,RTD,39.00,Outlier
209,Thermo-Optical,414.06,Outlier
209,Thermo-Acoustic,50.00,Outlier
210,Thermocouple,25.58,Outlier
210,RTD,-39.00,Outlier
210,Thermo-Optical,578.10,Outlier
210,Thermo-Acoustic,150.00,Outlier
211,Thermocouple,25.63,Outlier
211,RTD,28.00,Outlier
211,Thermo-Optical,414.06,Outlier
211,Thermo-Acoustic,225.00,Outlier
212,Thermocouple,25.50,Outlier
212,RTD,-16.00,Outlier
212,Thermo-Optical,420.79,Outlier
212,Thermo-Acoustic,150.00,Valid
213,Thermocouple,25.54,Outlier
213,RTD,32.00,Outlier
213,Thermo-Optical,580.62,Outlier
213,Thermo-Acoustic,175.00,Outlier
214,Thermocouple,25.67,Outlier
214,RTD,38.00,Outlier
214,Thermo-Optical,580.62,Outlier
214,Thermo-Acoustic,100.00,Outlier
215,Thermocouple,25.57,Outlier
215,RTD,35.00,Outlier
215,Thermo-Optical,511.74,Outlier
215,Thermo-Acoustic,250.00,Outlier
216,Thermocouple,25.70,Outlier
216,RTD,-28.00,Outlier
216,Thermo-Optical,559.47,Outlier
216,Thermo-Acoustic,200.00,Outlier
217,Thermocouple,25.68,Outlier
217,RTD,-42.00,Outlier
217,Thermo-Optical,538.77,Outlier
217,Thermo-Acoustic,225.00,Outlier
218,Thermocouple,25.58,Outlier
218,RTD,12.00,Outlier
218,Thermo-Optical,575.55,Outlier
218,Thermo-Acoustic,125.00,Outlier
219,Thermocouple,25.66,Outlier
219,RTD,-25.00,Outlier
219,Thermo-Optical,427.22,Outlier
219,Thermo-Acoustic,25.00,Outlier
220,Thermocouple,25.53,Outlier
220,RTD,-30.00,Outlier
220,Thermo-Optical,556.65,Outlier
220,Thermo-Acoustic,250.00,Outlier
221,Thermocouple,25.60,Outlier
221,RTD,43.00,Outlier
221,Thermo-Optical,414.06,Outlier
221,Thermo-Acoustic,250.00,Outlier
222,Thermocouple,25.64,Outlier
222,RTD,3.00,Outlier
222,Thermo-Optical,496.45,Outlier
222,Thermo-Acoustic,175.00,Valid
223,Thermocouple,25.60,Outlier
223,RTD,-23.00,Outlier
223,Thermo-Optical,414.06,Outlier
223,Thermo-Acoustic,250.00,Outlier
224,Thermocouple,25.53,Outlier
224,RTD,-26.00,Outlier
224,Thermo-Optical,455.66,Outlier
224,Thermo-Acoustic,75.00,Outlier
225,Thermocouple,25.53,Outlier
225,RTD,13.00,Outlier
225,Thermo-Optical,479.60,Outlier
225,Thermo-Acoustic,175.00,Valid
226,Thermocouple,25.64,Outlier
226,RTD,-42.00,Outlier
226,Thermo-Optical,488.24,Outlier
226,Thermo-Acoustic,250.00,Outlier
227,Thermocouple,25.68,Outlier
227,RTD,31.00,Outlier
227,Thermo-Optical,420.79,Outlier
227,Thermo-Acoustic,225.00,Outlier
228,Thermocouple,25.70,Outlier
228,RTD,-50.00,Outlier
228,Thermo-Optical,559.47,Outlier
228,Thermo-Acoustic,250.00,Outlier
229,Thermocouple,25.59,Outlier
229,RTD,40.00,Outlier
229,Thermo-Optical,500.41,Outlier
229,Thermo-Acoustic,125.00,Outlier
230,Thermocouple,25.61,Outlier
230,RTD,9.00,Outlier
230,Thermo-Optical,532.39,Outlier
230,Thermo-Acoustic,150.00,Outlier
231,Thermocouple,25.63,Outlier
231,RTD,5.00,Outlier
231,Thermo-Optical,374.14,Outlier
231,Thermo-Acoustic,75.00,Outlier
232,Thermocouple,25.64,Outlier
232,RTD,-34.00,Outlier
232,Thermo-Optical,399.51,Outlier
232,Thermo-Acoustic,200.00,Outlier
233,Thermocouple,25.60,Outlier
233,RTD,-49.00,Outlier
233,Thermo-Optical,414.06,Outlier
233,Thermo-Acoustic,150.00,Outlier
234,Thermocouple,25.53,Outlier
234,RTD,-3.00,Outlier
234,Thermo-Optical,570.34,Outlier
234,Thermo-Acoustic,150.00,Outlier
235,Thermocouple,25.65,Outlier
235,RTD,48.00,Outlier
235,Thermo-Optical,544.93,Outlier
235,Thermo-Acoustic,175.00,Outlier
236,Thermocouple,25.52,Outlier
236,RTD,16.00,Outlier
236,Thermo-Optical,399.51,Outlier
236,Thermo-Acoustic,200.00,Outlier
237,Thermocouple,25.54,Outlier
237,RTD,40.00,Outlier
237,Thermo-Optical,511.74,Outlier
237,Thermo-Acoustic,50.00,Outlier
238,Thermocouple,25.63,Outlier
238,RTD,42.00,Outlier
238,Thermo-Optical,572.96,Outlier
238,Thermo-Acoustic,100.00,Outlier
239,Thermocouple,25.65,Outlier
239,RTD,-47.00,Outlier
239,Thermo-Optical,406.98,Outlier
239,Thermo-Acoustic,175.00,Outlier
240,Thermocouple,25.67,Outlier
240,RTD,20.00,Outlier
240,Thermo-Optical,450.39,Outlier
240,Thermo-Acoustic,25.00,Outlier
241,Thermocouple,25.59,Outlier
241,RTD,-13.00,Outlier
241,Thermo-Optical,483.98,Outlier
241,Thermo-Acoustic,125.00,Outlier
242,Thermocouple,25.72,Outlier
242,RTD,-29.00,Outlier
242,Thermo-Optical,562.25,Outlier
242,Thermo-Acoustic,100.00,Outlier
243,Thermocouple,25.64,Outlier
243,RTD,49.00,Outlier
243,Thermo-Optical,406.98,Outlier
243,Thermo-Acoustic,200.00,Outlier
244,Thermocouple,25.57,Outlier
244,RTD,15.00,Outlier
244,Thermo-Optical,460.75,Outlier
244,Thermo-Acoustic,25.00,Outlier
245,Thermocouple,25.51,Outlier
245,RTD,-5.00,Outlier
245,Thermo-Optical,583.11,Outlier
245,Thermo-Acoustic,250.00,Outlier
246,Thermocouple,25.61,Outlier
246,RTD,44.00,Outlier
246,Thermo-Optical,547.93,Outlier
246,Thermo-Acoustic,250.00,Outlier
247,Thermocouple,25.50,Outlier
247,RTD,-3.00,Outlier
247,Thermo-Optical,562.25,Outlier
247,Thermo-Acoustic,25.00,Outlier
248,Thermocouple,25.67,Outlier
248,RTD,-9.00,Outlier
248,Thermo-Optical,562.25,Outlier
248,Thermo-Acoustic,75.00,Outlier
249,Thermocouple,25.57,Outlier
249,RTD,10.00,Outlier
249,Thermo-Optical,496.45,Outlier
249,Thermo-Acoustic,75.00,Outlier
250,Thermocouple,25.57,Outlier
250,RTD,-19.00,Outlier
250,Thermo-Optical,433.37,Outlier
250,Thermo-Acoustic,150.00,Valid
251,Thermocouple,25.69,Outlier
251,RTD,-9.00,Outlier
251,Thermo-Optical,564.99,Outlier
251,Thermo-Acoustic,25.00,Outlier
252,Thermocouple,25.56,Outlier
252,RTD,-19.00,Outlier
252,Thermo-Optical,525.78,Outlier
252,Thermo-Acoustic,50.00,Outlier
253,Thermocouple,25.56,Outlier
253,RTD,28.00,Outlier
253,Thermo-Optical,550.88,Outlier
253,Thermo-Acoustic,100.00,Outlier
254,Thermocouple,25.69,Outlier
254,RTD,-31.00,Outlier
254,Thermo-Optical,550.88,Outlier
254,Thermo-Acoustic,250.00,Outlier
255,Thermocouple,25.72,Outlier
255,RTD,15.00,Outlier
255,Thermo-Optical,483.98,Outlier
255,Thermo-Acoustic,200.00,Outlier
256,Thermocouple,25.65,Outlier
256,RTD,-44.00,Outlier
256,Thermo-Optical,406.98,Outlier
256,Thermo-Acoustic,125.00,Valid
257,Thermocouple,25.55,Outlier
257,RTD,44.00,Outlier
257,Thermo-Optical,541.88,Outlier
257,Thermo-Acoustic,50.00,Outlier
258,Thermocouple,25.60,Outlier
258,RTD,11.00,Outlier
258,Thermo-Optical,564.99,Outlier
258,Thermo-Acoustic,200.00,Valid
259,Thermocouple,25.59,Outlier
259,RTD,6.00,Outlier
259,Thermo-Optical,496.45,Outlier
259,Thermo-Acoustic,175.00,Valid
260,Thermocouple,25.61,Outlier
260,RTD,32.00,Outlier
260,Thermo-Optical,475.09,Outlier
260,Thermo-Acoustic,25.00,Outlier
261,Thermocouple,25.73,Outlier
261,RTD,-3.00,Outlier
261,Thermo-Optical,406.98,Outlier
261,Thermo-Acoustic,25.00,Outlier
262,Thermocouple,25.71,Outlier
262,RTD,-34.00,Outlier
262,Thermo-Optical,488.24,Outlier
262,Thermo-Acoustic,200.00,Outlier
263,Thermocouple,25.68,Outlier
263,RTD,-15.00,Outlier
263,Thermo-Optical,406.98,Outlier
263,Thermo-Acoustic,225.00,Outlier
264,Thermocouple,25.52,Outlier
264,RTD,48.00,Outlier
264,Thermo-Optical,496.45,Outlier
264,Thermo-Acoustic,150.00,Outlier
265,Thermocouple,25.52,Outlier
265,RTD,49.00,Outlier
265,Thermo-Optical,374.14,Outlier
265,Thermo-Acoustic,250.00,Outlier
266,Thermocouple,25.60,Outlier
266,RTD,-31.00,Outlier
266,Thermo-Optical,559.47,Outlier
266,Thermo-Acoustic,125.00,Outlier
267,Thermocouple,25.54,Outlier
267,RTD,-10.00,Outlier
267,Thermo-Optical,508.05,Outlier
267,Thermo-Acoustic,250.00,Outlier
268,Thermocouple,25.59,Outlier
268,RTD,9.00,Outlier
268,Thermo-Optical,374.14,Outlier
268,Thermo-Acoustic,125.00,Outlier
269,Thermocouple,25.55,Outlier
269,RTD,-4.00,Outlier
269,Thermo-Optical,504.27,Outlier
269,Thermo-Acoustic,25.00,Outlier
270,Thermocouple,25.67,Outlier
270,RTD,-34.00,Outlier
270,Thermo-Optical,575.55,Outlier
270,Thermo-Acoustic,175.00,Outlier
271,Thermocouple,25.71,Outlier
271,RTD,-8.00,Outlier
271,Thermo-Optical,504.27,Outlier
271,Thermo-Acoustic,100.00,Outlier
272,Thermocouple,25.70,Outlier
272,RTD,44.00,Outlier
272,Thermo-Optical,383.16,Outlier
272,Thermo-Acoustic,50.00,Outlier
273,Thermocouple,25.73,Outlier
273,RTD,21.00,Outlier
273,Thermo-Optical,414.06,Outlier
273,Thermo-Acoustic,100.00,Outlier
274,Thermocouple,25.50,Outlier
274,RTD,10.00,Outlier
274,Thermo-Optical,578.10,Outlier
274,Thermo-Acoustic,100.00,Outlier
275,Thermocouple,25.64,Outlier
275,RTD,10.00,Outlier
275,Thermo-Optical,399.51,Outlier
275,Thermo-Acoustic,150.00,Valid
276,Thermocouple,25.58,Outlier
276,RTD,4.00,Outlier
276,Thermo-Optical,444.93,Outlier
276,Thermo-Acoustic,75.00,Outlier
277,Thermocouple,25.57,Outlier
277,RTD,26.00,Outlier
277,Thermo-Optical,511.74,Outlier
277,Thermo-Acoustic,75.00,Outlier
278,Thermocouple,25.63,Outlier
278,RTD,-13.00,Outlier
278,Thermo-Optical,544.93,Outlier
278,Thermo-Acoustic,75.00,Outlier
279,Thermocouple,25.57,Outlier
279,RTD,-44.00,Outlier
279,Thermo-Optical,427.22,Outlier
279,Thermo-Acoustic,100.00,Outlier
280,Thermocouple,25.72,Outlier
280,RTD,-17.00,Outlier
280,Thermo-Optical,465.68,Outlier
280,Thermo-Acoustic,175.00,Outlier
281,Thermocouple,25.61,Outlier
281,RTD,-41.00,Outlier
281,Thermo-Optical,444.93,Outlier
281,Thermo-Acoustic,75.00,Outlier
282,Thermocouple,25.59,Outlier
282,RTD,48.00,Outlier
282,Thermo-Optical,433.37,Outlier
282,Thermo-Acoustic,50.00,Outlier
283,Thermocouple,25.50,Outlier
283,RTD,8.00,Outlier
283,Thermo-Optical,488.24,Outlier
283,Thermo-Acoustic,150.00,Outlier
284,Thermocouple,25.56,Outlier
284,RTD,28.00,Outlier
284,Thermo-Optical,583.11,Outlier
284,Thermo-Acoustic,175.00,Outlier
285,Thermocouple,25.52,Outlier
285,RTD,19.00,Outlier
285,Thermo-Optical,460.75,Outlier
285,Thermo-Acoustic,125.00,Outlier
286,Thermocouple,25.63,Outlier
286,RTD,35.00,Outlier
286,Thermo-Optical,479.60,Outlier
286,Thermo-Acoustic,200.00,Outlier
287,Thermocouple,25.58,Outlier
287,RTD,33.00,Outlier
287,Thermo-Optical,583.11,Outlier
287,Thermo-Acoustic,50.00,Outlier
288,Thermocouple,25.69,Outlier
288,RTD,-12.00,Outlier
288,Thermo-Optical,470.46,Outlier
288,Thermo-Acoustic,125.00,Outlier
289,Thermocouple,25.62,Outlier
289,RTD,-31.00,Outlier
289,Thermo-Optical,460.75,Outlier
289,Thermo-Acoustic,150.00,Valid
290,Thermocouple,25.62,Outlier
290,RTD,13.00,Outlier
290,Thermo-Optical,479.60,Outlier
290,Thermo-Acoustic,225.00,Outlier
291,Thermocouple,25.67,Outlier
291,RTD,22.00,Outlier
291,Thermo-Optical,562.25,Outlier
291,Thermo-Acoustic,225.00,Outlier
292,Thermocouple,25.71,Outlier
292,RTD,-18.00,Outlier
292,Thermo-Optical,580.62,Outlier
292,Thermo-Acoustic,200.00,Valid
293,Thermocouple,25.58,Outlier
293,RTD,46.00,Outlier
293,Thermo-Optical,541.88,Outlier
293,Thermo-Acoustic,75.00,Outlier
294,Thermocouple,25.65,Outlier
294,RTD,-1.00,Outlier
294,Thermo-Optical,427.22,Outlier
294,Thermo-Acoustic,150.00,Valid
295,Thermocouple,25.71,Outlier
295,RTD,15.00,Outlier
295,Thermo-Optical,511.74,Outlier
295,Thermo-Acoustic,100.00,Outlier
296,Thermocouple,25.54,Outlier
296,RTD,-34.00,Outlier
296,Thermo-Optical,504.27,Outlier
296,Thermo-Acoustic,50.00,Outlier
297,Thermocouple,25.54,Outlier
297,RTD,-47.00,Outlier
297,Thermo-Optical,496.45,Outlier
297,Thermo-Acoustic,100.00,Outlier
298,Thermocouple,25.72,Outlier
298,RTD,-10.00,Outlier
298,Thermo-Optical,575.55,Outlier
298,Thermo-Acoustic,75.00,Outlier
299,Thermocouple,25.61,Outlier
299,RTD,-3.00,Outlier
299,Thermo-Optical,567.68,Outlier
299,Thermo-Acoustic,25.00,Outlier
300,Thermocouple,25.64,Outlier
300,RTD,-49.00,Outlier
300,Thermo-Optical,433.37,Outlier
300,Thermo-Acoustic,200.00,Outlier
301,Thermocouple,25.60,Outlier
301,RTD,17.00,Outlier
301,Thermo-Optical,427.22,Outlier
301,Thermo-Acoustic,75.00,Outlier
302,Thermocouple,25.71,Outlier
302,RTD,-41.00,Outlier
302,Thermo-Optical,580.62,Outlier
302,Thermo-Acoustic,250.00,Outlier
303,Thermocouple,25.58,Outlier
303,RTD,-3.00,Outlier
303,Thermo-Optical,564.99,Outlier
303,Thermo-Acoustic,225.00,Outlier
304,Thermocouple,25.52,Outlier
304,RTD,-22.00,Outlier
304,Thermo-Optical,562.25,Outlier
304,Thermo-Acoustic,250.00,Outlier
305,Thermocouple,25.68,Outlier
305,RTD,-44.00,Outlier
305,Thermo-Optical,479.60,Outlier
305,Thermo-Acoustic,25.00,Outlier
306,Thermocouple,25.71,Outlier
306,RTD,-49.00,Outlier
306,Thermo-Optical,433.37,Outlier
306,Thermo-Acoustic,200.00,Outlier
307,Thermocouple,25.52,Outlier
307,RTD,-19.00,Outlier
307,Thermo-Optical,433.37,Outlier
307,Thermo-Acoustic,25.00,Outlier
308,Thermocouple,25.56,Outlier
308,RTD,-27.00,Outlier
308,Thermo-Optical,562.25,Outlier
308,Thermo-Acoustic,100.00,Outlier
309,Thermocouple,25.66,Outlier
309,RTD,-26.00,Outlier
309,Thermo-Optical,508.05,Outlier
309,Thermo-Acoustic,250.00,Outlier
310,Thermocouple,25.56,Outlier
310,RTD,-21.00,Outlier
310,Thermo-Optical,556.65,Outlier
310,Thermo-Acoustic,225.00,Outlier
311,Thermocouple,25.58,Outlier
311,RTD,-19.00,Outlier
311,Thermo-Optical,567.68,Outlier
311,Thermo-Acoustic,125.00,Outlier
312,Thermocouple,25.60,Outlier
312,RTD,8.00,Outlier
312,Thermo-Optical,479.60,Outlier
312,Thermo-Acoustic,75.00,Outlier
313,Thermocouple,25.63,Outlier
313,RTD,-11.00,Outlier
313,Thermo-Optical,492.40,Outlier
313,Thermo-Acoustic,125.00,Outlier
314,Thermocouple,25.63,Outlier
314,RTD,-49.00,Outlier
314,Thermo-Optical,504.27,Outlier
314,Thermo-Acoustic,150.00,Outlier
315,Thermocouple,25.70,Outlier
315,RTD,-42.00,Outlier
315,Thermo-Optical,570.34,Outlier
315,Thermo-Acoustic,250.00,Outlier
316,Thermocouple,25.54,Outlier
316,RTD,5.00,Outlier
316,Thermo-Optical,570.34,Outlier
316,Thermo-Acoustic,125.00,Outlier
317,Thermocouple,25.72,Outlier
317,RTD,-2.00,Outlier
317,Thermo-Optical,483.98,Outlier
317,Thermo-Acoustic,150.00,Outlier
318,Thermocouple,25.63,Outlier
318,RTD,-26.00,Outlier
318,Thermo-Optical,399.51,Outlier
318,Thermo-Acoustic,125.00,Outlier
319,Thermocouple,25.55,Outlier
319,RTD,-35.00,Outlier
319,Thermo-Optical,470.46,Outlier
319,Thermo-Acoustic,75.00,Outlier
320,Thermocouple,25.67,Outlier
320,RTD,24.00,Outlier
320,Thermo-Optical,504.27,Outlier
320,Thermo-Acoustic,25.00,Outlier
321,Thermocouple,25.57,Outlier
321,RTD,2.00,Outlier
321,Thermo-Optical,567.68,Outlier
321,Thermo-Acoustic,175.00,Outlier
322,Thermocouple,25.51,Outlier
322,RTD,4.00,Outlier
322,Thermo-Optical,374.14,Outlier
322,Thermo-Acoustic,225.00,Outlier
323,Thermocouple,25.59,Outlier
323,RTD,-21.00,Outlier
323,Thermo-Optical,580.62,Outlier
323,Thermo-Acoustic,250.00,Outlier
324,Thermocouple,25.72,Outlier
324,RTD,26.00,Outlier
324,Thermo-Optical,518.90,Outlier
324,Thermo-Acoustic,125.00,Outlier
325,Thermocouple,25.68,Outlier
325,RTD,-27.00,Outlier
325,Thermo-Optical,475.09,Outlier
325,Thermo-Acoustic,175.00,Outlier
326,Thermocouple,25.66,Outlier
326,RTD,-50.00,Outlier
326,Thermo-Optical,488.24,Outlier
326,Thermo-Acoustic,50.00,Outlier
327,Thermocouple,25.59,Outlier
327,RTD,-42.00,Outlier
327,Thermo-Optical,479.60,Outlier
327,Thermo-Acoustic,150.00,Valid
328,Thermocouple,25.53,Outlier
328,RTD,45.00,Outlier
328,Thermo-Optical,544.93,Outlier
328,Thermo-Acoustic,250.00,Outlier
329,Thermocouple,25.71,Outlier
329,RTD,13.00,Outlier
329,Thermo-Optical,559.47,Outlier
329,Thermo-Acoustic,250.00,Outlier
330,Thermocouple,25.55,Outlier
330,RTD,4.00,Outlier
330,Thermo-Optical,559.47,Outlier
330,Thermo-Acoustic,50.00,Outlier
331,Thermocouple,25.59,Outlier
331,RTD,37.00,Outlier
331,Thermo-Optical,433.37,Outlier
331,Thermo-Acoustic,200.00,Outlier
332,Thermocouple,25.68,Outlier
332,RTD,2.00,Outlier
332,Thermo-Optical,550.88,Outlier
332,Thermo-Acoustic,175.00,Outlier
333,Thermocouple,25.69,Outlier
333,RTD,-49.00,Outlier
333,Thermo-Optical,460.75,Outlier
333,Thermo-Acoustic,250.00,Outlier
334,Thermocouple,25.58,Outlier
334,RTD,-3.00,Outlier
334,Thermo-Optical,570.34,Outlier
334,Thermo-Acoustic,200.00,Valid
335,Thermocouple,25.57,Outlier
335,RTD,-1.00,Outlier
335,Thermo-Optical,580.62,Outlier
335,Thermo-Acoustic,150.00,Outlier
336,Thermocouple,25.60,Outlier
336,RTD,13.00,Outlier
336,Thermo-Optical,556.65,Outlier
336,Thermo-Acoustic,150.00,Outlier
337,Thermocouple,25.64,Outlier
337,RTD,-25.00,Outlier
337,Thermo-Optical,553.79,Outlier
337,Thermo-Acoustic,150.00,Outlier
338,Thermocouple,25.70,Outlier
338,RTD,-32.00,Outlier
338,Thermo-Optical,374.14,Outlier
338,Thermo-Acoustic,100.00,Outlier
339,Thermocouple,25.69,Outlier
339,RTD,-8.00,Outlier
339,Thermo-Optical,544.93,Outlier
339,Thermo-Acoustic,25.00,Outlier
340,Thermocouple,25.64,Outlier
340,RTD,15.00,Outlier
340,Thermo-Optical,535.61,Outlier
340,Thermo-Acoustic,25.00,Outlier
341,Thermocouple,25.52,Outlier
341,RTD,24.00,Outlier
341,Thermo-Optical,475.09,Outlier
341,Thermo-Acoustic,50.00,Outlier
342,Thermocouple,25.59,Outlier
342,RTD,24.00,Outlier
342,Thermo-Optical,420.79,Outlier
342,Thermo-Acoustic,250.00,Outlier
343,Thermocouple,25.57,Outlier
343,RTD,34.00,Outlier
343,Thermo-Optical,470.46,Outlier
343,Thermo-Acoustic,75.00,Outlier
344,Thermocouple,25.72,Outlier
344,RTD,-10.00,Outlier
344,Thermo-Optical,455.66,Outlier
344,Thermo-Acoustic,125.00,Outlier
345,Thermocouple,25.70,Outlier
345,RTD,16.00,Outlier
345,Thermo-Optical,547.93,Outlier
345,Thermo-Acoustic,250.00,Outlier
346,Thermocouple,25.58,Outlier
346,RTD,-32.00,Outlier
346,Thermo-Optical,470.46,Outlier
346,Thermo-Acoustic,150.00,Valid
347,Thermocouple,25.53,Outlier
347,RTD,-28.00,Outlier
347,Thermo-Optical,475.09,Outlier
347,Thermo-Acoustic,75.00,Outlier
348,Thermocouple,25.53,Outlier
348,RTD,2.00,Outlier
348,Thermo-Optical,504.27,Outlier
348,Thermo-Acoustic,150.00,Outlier
349,Thermocouple,25.60,Outlier
349,RTD,-17.00,Outlier
349,Thermo-Optical,406.98,Outlier
349,Thermo-Acoustic,175.00,Outlier
350,Thermocouple,25.56,Outlier
350,RTD,-38.00,Outlier
350,Thermo-Optical,406.98,Outlier
350,Thermo-Acoustic,100.00,Outlier
351,Thermocouple,25.55,Outlier
351,RTD,45.00,Outlier
351,Thermo-Optical,391.59,Outlier
351,Thermo-Acoustic,150.00,Valid
352,Thermocouple,25.62,Outlier
352,RTD,-11.00,Outlier
352,Thermo-Optical,492.40,Outlier
352,Thermo-Acoustic,125.00,Outlier
353,Thermocouple,25.65,Outlier
353,RTD,28.00,Outlier
353,Thermo-Optical,439.26,Outlier
353,Thermo-Acoustic,225.00,Outlier
354,Thermocouple,25.67,Outlier
354,RTD,-8.00,Outlier
354,Thermo-Optical,547.93,Outlier
354,Thermo-Acoustic,50.00,Outlier
355,Thermocouple,25.52,Outlier
355,RTD,-23.00,Outlier
355,Thermo-Optical,522.37,Outlier
355,Thermo-Acoustic,200.00,Outlier
356,Thermocouple,25.62,Outlier
356,RTD,23.00,Outlier
356,Thermo-Optical,460.75,Outlier
356,Thermo-Acoustic,125.00,Outlier
357,Thermocouple,25.56,Outlier
357,RTD,25.00,Outlier
357,Thermo-Optical,465.68,Outlier
357,Thermo-Acoustic,100.00,Outlier
358,Thermocouple,25.50,Outlier
358,RTD,-7.00,Outlier
358,Thermo-Optical,383.16,Outlier
358,Thermo-Acoustic,50.00,Outlier
359,Thermocouple,25.70,Outlier
359,RTD,-19.00,Outlier
359,Thermo-Optical,455.66,Outlier
359,Thermo-Acoustic,50.00,Outlier
360,Thermocouple,25.68,Outlier
360,RTD,9.00,Outlier
360,Thermo-Optical,547.93,Outlier
360,Thermo-Acoustic,125.00,Outlier
361,Thermocouple,25.54,Outlier
361,RTD,43.00,Outlier
361,Thermo-Optical,556.65,Outlier
361,Thermo-Acoustic,225.00,Outlier
362,Thermocouple,25.60,Outlier
362,RTD,-17.00,Outlier
362,Thermo-Optical,465.68,Outlier
362,Thermo-Acoustic,175.00,Outlier
363,Thermocouple,25.59,Outlier
363,RTD,11.00,Outlier
363,Thermo-Optical,492.40,Outlier
363,Thermo-Acoustic,125.00,Outlier
364,Thermocouple,25.68,Outlier
364,RTD,18.00,Outlier
364,Thermo-Optical,580.62,Outlier
364,Thermo-Acoustic,100.00,Outlier
365,Thermocouple,25.65,Outlier
365,RTD,-18.00,Outlier
365,Thermo-Optical,508.05,Outlier
365,Thermo-Acoustic,100.00,Outlier
366,Thermocouple,25.66,Outlier
366,RTD,19.00,Outlier
366,Thermo-Optical,455.66,Outlier
366,Thermo-Acoustic,125.00,Outlier
367,Thermocouple,25.50,Outlier
367,RTD,-2.00,Outlier
367,Thermo-Optical,562.25,Outlier
367,Thermo-Acoustic,100.00,Outlier
368,Thermocouple,25.51,Outlier
368,RTD,40.00,Outlier
368,Thermo-Optical,508.05,Outlier
368,Thermo-Acoustic,200.00,Outlier
369,Thermocouple,25.66,Outlier
369,RTD,28.00,Outlier
369,Thermo-Optical,391.59,Outlier
369,Thermo-Acoustic,125.00,Outlier
